title,timestamp,search_count,date_collected
Air con,2021-04-11 00:00:00,63,2024-02-10 14:50:20.517784
Air con,2021-04-18 00:00:00,59,2024-02-10 14:50:20.517784
Air con,2021-04-25 00:00:00,64,2024-02-10 14:50:20.517785
Air con,2021-05-02 00:00:00,72,2024-02-10 14:50:20.517786
Air con,2021-05-09 00:00:00,61,2024-02-10 14:50:20.517786
Air con,2021-05-16 00:00:00,56,2024-02-10 14:50:20.517787
Air con,2021-05-23 00:00:00,70,2024-02-10 14:50:20.517787
Air con,2021-05-30 00:00:00,71,2024-02-10 14:50:20.517788
Air con,2021-06-06 00:00:00,90,2024-02-10 14:50:20.517788
Air con,2021-06-13 00:00:00,73,2024-02-10 14:50:20.517789
Air con,2021-06-20 00:00:00,88,2024-02-10 14:50:20.517790
Air con,2021-06-27 00:00:00,60,2024-02-10 14:50:20.517790
Air con,2021-07-04 00:00:00,55,2024-02-10 14:50:20.517791
Air con,2021-07-11 00:00:00,50,2024-02-10 14:50:20.517792
Air con,2021-07-18 00:00:00,75,2024-02-10 14:50:20.517792
Air con,2021-07-25 00:00:00,79,2024-02-10 14:50:20.517793
Air con,2021-08-01 00:00:00,64,2024-02-10 14:50:20.517793
Air con,2021-08-08 00:00:00,60,2024-02-10 14:50:20.517794
Air con,2021-08-15 00:00:00,39,2024-02-10 14:50:20.517795
Air con,2021-08-22 00:00:00,50,2024-02-10 14:50:20.517795
Air con,2021-08-29 00:00:00,52,2024-02-10 14:50:20.517796
Air con,2021-09-05 00:00:00,50,2024-02-10 14:50:20.517796
Air con,2021-09-12 00:00:00,59,2024-02-10 14:50:20.517797
Air con,2021-09-19 00:00:00,41,2024-02-10 14:50:20.517798
Air con,2021-09-26 00:00:00,51,2024-02-10 14:50:20.517798
Air con,2021-10-03 00:00:00,45,2024-02-10 14:50:20.517799
Air con,2021-10-10 00:00:00,70,2024-02-10 14:50:20.517799
Air con,2021-10-17 00:00:00,52,2024-02-10 14:50:20.517800
Air con,2021-10-24 00:00:00,59,2024-02-10 14:50:20.517801
Air con,2021-10-31 00:00:00,38,2024-02-10 14:50:20.517801
Air con,2021-11-07 00:00:00,51,2024-02-10 14:50:20.517802
Air con,2021-11-14 00:00:00,41,2024-02-10 14:50:20.517802
Air con,2021-11-21 00:00:00,40,2024-02-10 14:50:20.517803
Air con,2021-11-28 00:00:00,57,2024-02-10 14:50:20.517804
Air con,2021-12-05 00:00:00,35,2024-02-10 14:50:20.517804
Air con,2021-12-12 00:00:00,59,2024-02-10 14:50:20.517805
Air con,2021-12-19 00:00:00,50,2024-02-10 14:50:20.517805
Air con,2021-12-26 00:00:00,55,2024-02-10 14:50:20.517806
Air con,2022-01-02 00:00:00,55,2024-02-10 14:50:20.517807
Air con,2022-01-09 00:00:00,48,2024-02-10 14:50:20.517807
Air con,2022-01-16 00:00:00,58,2024-02-10 14:50:20.517808
Air con,2022-01-23 00:00:00,46,2024-02-10 14:50:20.517808
Air con,2022-01-30 00:00:00,61,2024-02-10 14:50:20.517809
Air con,2022-02-06 00:00:00,47,2024-02-10 14:50:20.517810
Air con,2022-02-13 00:00:00,45,2024-02-10 14:50:20.517810
Air con,2022-02-20 00:00:00,56,2024-02-10 14:50:20.517811
Air con,2022-02-27 00:00:00,49,2024-02-10 14:50:20.517811
Air con,2022-03-06 00:00:00,40,2024-02-10 14:50:20.517812
Air con,2022-03-13 00:00:00,46,2024-02-10 14:50:20.517813
Air con,2022-03-20 00:00:00,61,2024-02-10 14:50:20.517813
Air con,2022-03-27 00:00:00,67,2024-02-10 14:50:20.517814
Air con,2022-04-03 00:00:00,64,2024-02-10 14:50:20.517815
Air con,2022-04-10 00:00:00,66,2024-02-10 14:50:20.517815
Air con,2022-04-17 00:00:00,60,2024-02-10 14:50:20.517816
Air con,2022-04-24 00:00:00,51,2024-02-10 14:50:20.517816
Air con,2022-05-01 00:00:00,66,2024-02-10 14:50:20.517817
Air con,2022-05-08 00:00:00,66,2024-02-10 14:50:20.517817
Air con,2022-05-15 00:00:00,77,2024-02-10 14:50:20.517818
Air con,2022-05-22 00:00:00,65,2024-02-10 14:50:20.517819
Air con,2022-05-29 00:00:00,77,2024-02-10 14:50:20.517819
Air con,2022-06-05 00:00:00,44,2024-02-10 14:50:20.517820
Air con,2022-06-12 00:00:00,64,2024-02-10 14:50:20.517821
Air con,2022-06-19 00:00:00,47,2024-02-10 14:50:20.517821
Air con,2022-06-26 00:00:00,67,2024-02-10 14:50:20.517822
Air con,2022-07-03 00:00:00,53,2024-02-10 14:50:20.517822
Air con,2022-07-10 00:00:00,56,2024-02-10 14:50:20.517823
Air con,2022-07-17 00:00:00,84,2024-02-10 14:50:20.517824
Air con,2022-07-24 00:00:00,72,2024-02-10 14:50:20.517824
Air con,2022-07-31 00:00:00,55,2024-02-10 14:50:20.517825
Air con,2022-08-07 00:00:00,87,2024-02-10 14:50:20.517825
Air con,2022-08-14 00:00:00,54,2024-02-10 14:50:20.517826
Air con,2022-08-21 00:00:00,56,2024-02-10 14:50:20.517827
Air con,2022-08-28 00:00:00,54,2024-02-10 14:50:20.517828
Air con,2022-09-04 00:00:00,48,2024-02-10 14:50:20.517828
Air con,2022-09-11 00:00:00,53,2024-02-10 14:50:20.517829
Air con,2022-09-18 00:00:00,51,2024-02-10 14:50:20.517829
Air con,2022-09-25 00:00:00,52,2024-02-10 14:50:20.517830
Air con,2022-10-02 00:00:00,39,2024-02-10 14:50:20.517831
Air con,2022-10-09 00:00:00,51,2024-02-10 14:50:20.517831
Air con,2022-10-16 00:00:00,47,2024-02-10 14:50:20.517832
Air con,2022-10-23 00:00:00,49,2024-02-10 14:50:20.517832
Air con,2022-10-30 00:00:00,42,2024-02-10 14:50:20.517833
Air con,2022-11-06 00:00:00,44,2024-02-10 14:50:20.517833
Air con,2022-11-13 00:00:00,50,2024-02-10 14:50:20.517834
Air con,2022-11-20 00:00:00,47,2024-02-10 14:50:20.517835
Air con,2022-11-27 00:00:00,48,2024-02-10 14:50:20.517835
Air con,2022-12-04 00:00:00,48,2024-02-10 14:50:20.517836
Air con,2022-12-11 00:00:00,30,2024-02-10 14:50:20.517836
Air con,2022-12-18 00:00:00,39,2024-02-10 14:50:20.517837
Air con,2022-12-25 00:00:00,57,2024-02-10 14:50:20.517838
Air con,2023-01-01 00:00:00,47,2024-02-10 14:50:20.517838
Air con,2023-01-08 00:00:00,56,2024-02-10 14:50:20.517839
Air con,2023-01-15 00:00:00,40,2024-02-10 14:50:20.517839
Air con,2023-01-22 00:00:00,31,2024-02-10 14:50:20.517840
Air con,2023-01-29 00:00:00,37,2024-02-10 14:50:20.517841
Air con,2023-02-05 00:00:00,44,2024-02-10 14:50:20.517841
Air con,2023-02-12 00:00:00,49,2024-02-10 14:50:20.517842
Air con,2023-02-19 00:00:00,36,2024-02-10 14:50:20.517842
Air con,2023-02-26 00:00:00,58,2024-02-10 14:50:20.517843
Air con,2023-03-05 00:00:00,38,2024-02-10 14:50:20.517843
Air con,2023-03-12 00:00:00,49,2024-02-10 14:50:20.517844
Air con,2023-03-19 00:00:00,38,2024-02-10 14:50:20.517845
Air con,2023-03-26 00:00:00,58,2024-02-10 14:50:20.517845
Air con,2023-04-02 00:00:00,63,2024-02-10 14:50:20.517846
Air con,2023-04-09 00:00:00,78,2024-02-10 14:50:20.517846
Air con,2023-04-16 00:00:00,61,2024-02-10 14:50:20.517847
Air con,2023-04-23 00:00:00,66,2024-02-10 14:50:20.517848
Air con,2023-04-30 00:00:00,86,2024-02-10 14:50:20.517848
Air con,2023-05-07 00:00:00,93,2024-02-10 14:50:20.517849
Air con,2023-05-14 00:00:00,99,2024-02-10 14:50:20.517849
Air con,2023-05-21 00:00:00,69,2024-02-10 14:50:20.517850
Air con,2023-05-28 00:00:00,68,2024-02-10 14:50:20.517851
Air con,2023-06-04 00:00:00,61,2024-02-10 14:50:20.517851
Air con,2023-06-11 00:00:00,63,2024-02-10 14:50:20.517852
Air con,2023-06-18 00:00:00,72,2024-02-10 14:50:20.517852
Air con,2023-06-25 00:00:00,59,2024-02-10 14:50:20.517853
Air con,2023-07-02 00:00:00,51,2024-02-10 14:50:20.517854
Air con,2023-07-09 00:00:00,60,2024-02-10 14:50:20.517854
Air con,2023-07-16 00:00:00,62,2024-02-10 14:50:20.517855
Air con,2023-07-23 00:00:00,69,2024-02-10 14:50:20.517855
Air con,2023-07-30 00:00:00,67,2024-02-10 14:50:20.517856
Air con,2023-08-06 00:00:00,85,2024-02-10 14:50:20.517857
Air con,2023-08-13 00:00:00,46,2024-02-10 14:50:20.517857
Air con,2023-08-20 00:00:00,42,2024-02-10 14:50:20.517858
Air con,2023-08-27 00:00:00,48,2024-02-10 14:50:20.517858
Air con,2023-09-03 00:00:00,45,2024-02-10 14:50:20.517859
Air con,2023-09-10 00:00:00,53,2024-02-10 14:50:20.517860
Air con,2023-09-17 00:00:00,52,2024-02-10 14:50:20.517860
Air con,2023-09-24 00:00:00,46,2024-02-10 14:50:20.517861
Air con,2023-10-01 00:00:00,77,2024-02-10 14:50:20.517861
Air con,2023-10-08 00:00:00,87,2024-02-10 14:50:20.517862
Air con,2023-10-15 00:00:00,79,2024-02-10 14:50:20.517862
Air con,2023-10-22 00:00:00,58,2024-02-10 14:50:20.517863
Air con,2023-10-29 00:00:00,46,2024-02-10 14:50:20.517864
Air con,2023-11-05 00:00:00,63,2024-02-10 14:50:20.517864
Air con,2023-11-12 00:00:00,46,2024-02-10 14:50:20.517865
Air con,2023-11-19 00:00:00,44,2024-02-10 14:50:20.517865
Air con,2023-11-26 00:00:00,72,2024-02-10 14:50:20.517866
Air con,2023-12-03 00:00:00,45,2024-02-10 14:50:20.517867
Air con,2023-12-10 00:00:00,65,2024-02-10 14:50:20.517867
Air con,2023-12-17 00:00:00,64,2024-02-10 14:50:20.517868
Air con,2023-12-24 00:00:00,55,2024-02-10 14:50:20.517868
Air con,2023-12-31 00:00:00,69,2024-02-10 14:50:20.517869
Air con,2024-01-07 00:00:00,54,2024-02-10 14:50:20.517870
Air con,2024-01-14 00:00:00,51,2024-02-10 14:50:20.517870
Air con,2024-01-21 00:00:00,48,2024-02-10 14:50:20.517871
Air con,2024-01-28 00:00:00,40,2024-02-10 14:50:20.517872
